"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","pH","sulphates","alcohol","quality","wine_type","wine_type_bin","acidity_ratio","alcohol_va_ratio","sugar_body_ratio","sulfur_efficiency"
7.6,0.28,0.39,1.2,0.038,21,3.16,0.67,10,6,"white",1,11.3432666518408,35.7141581637208,11.9998800012,2.76315753116348
7.2,0.23,0.39,2.3,0.033,29,3.26,0.54,12.3,7,"white",1,11.6128844953476,53.4780283563985,28.2896520372799,4.02777721836428
6.8,0.32,0.37,3.4,0.023,19,3.14,0.53,12.7,6,"white",1,9.8550581810751,39.6873759769501,43.1794516209644,2.79411723615923
6.9,0.18,0.38,6.5,0.039,20,3.1,0.42,10.5,5,"white",1,12.3214065689168,58.3330092610597,68.2492833825245,2.89855030455793
9.4,0.26,0.53,1.2,0.047,25,3.23,0.28,12.5,6,"white",1,11.8987191155454,48.0767381663917,14.9998125023437,2.65957418515168
8.3,0.33,0.42,1.15,0.033,18,3.2,0.32,12.4,3,"white",1,11.0666519111308,37.5756437101706,14.2598231781926,2.1686744375091
7.3,0.29,0.3,13,0.043,46,3.06,0.41,8.7,6,"white",1,12.3728603849824,29.9998965520809,113.09901603856,6.30136899981247
7.9,0.41,0.37,4.5,0.03,40,3.17,0.54,12.4,7,"white",1,10.1281921433434,30.2438286735886,55.7993080885797,5.06329049831766
7.9,0.44,0.37,5.85,0.033,27,3.16,0.54,12.6,7,"white",1,9.75307437892052,28.6362985538669,73.709071265702,3.41772108636442
7.7,0.39,0.3,5.2,0.037,29,3.38,0.44,11,6,"white",1,11.1594041168056,28.2050558844721,57.1993708069211,3.76623327711256
7.7,0.26,0.31,1.3,0.043,47,3.42,0.5,10.1,6,"white",1,13.5087482302663,38.8460044384445,13.1298673883394,6.10389531118243
7.8,0.32,0.31,1.7,0.036,46,3.03,0.48,10.5,5,"white",1,12.3809327286782,32.8123974612579,17.8498125769679,5.89743514135447
7.3,0.24,0.39,3.6,0.024,35,3.17,0.51,10.9,5,"white",1,11.5872831947886,45.416477431344,39.2395722886621,4.79451989116166
7.1,0.44,0.37,2.7,0.041,35,3.07,0.43,13.5,7,"white",1,8.76542127725768,30.6817484505717,36.4495079316429,4.92957677048214
10.3,0.25,0.48,2.2,0.042,28,3.19,0.59,9.7,5,"white",1,14.1095697129182,38.7998448006208,21.3397930040079,2.71844633801492
7.9,0.14,0.28,1.8,0.041,44,3.45,0.43,9.2,6,"white",1,18.8094790250499,65.7138163298833,16.5598476494016,5.56961954814942
7.4,0.18,0.42,2.1,0.036,33,3.4,0.41,10.6,7,"white",1,12.333312777812,58.8885617302126,22.2597640465011,4.45945885682988
8.1,0.43,0.42,6.6,0.033,36,2.98,0.39,13.3,7,"white",1,9.52940055364641,30.9301606275334,87.7788325415272,4.44444389574767
6.4,0.26,0.22,5.1,0.037,23,3.29,0.32,10.1,5,"white",1,13.3333055556134,38.8460044384445,51.5094797542545,3.59374943847665
8,0.66,0.72,17.55,0.042,62,2.92,0.68,9.4,4,"white",1,5.79709724848026,14.2424026630263,164.968449296577,7.74999903125012
8,0.2,0.4,5.2,0.055,41,3.18,0.4,10.6,7,"white",1,13.3333111111481,52.999735001325,55.1194157341932,5.12499935937508
7.2,0.21,0.34,1.1,0.046,25,3.25,0.4,11.3,6,"white",1,13.0908852892995,53.8092675749163,12.4298595425872,3.4722217399692
7.2,0.18,0.31,1.1,0.045,20,3.32,0.4,10.8,7,"white",1,14.6938475635764,59.9996666685185,11.8798716973857,2.77777739197536
8.4,0.57,0.44,10.7,0.051,46,3.15,0.51,10.4,5,"white",1,8.31682344868966,18.2455820252947,111.278842700036,5.47618982426312
5.3,0.26,0.23,5.15,0.034,48,3.82,0.51,10.5,7,"white",1,10.8163044565215,40.384460059769,54.0744322184617,9.05660206479206
5.7,0.245,0.33,1.1,0.049,28,3.13,0.42,9.3,5,"white",1,9.91302623821524,37.9590287386582,10.2299048618848,4.9122798399509
5.6,0.245,0.32,1.1,0.047,24,3.12,0.42,9.3,6,"white",1,9.9114868823241,37.9590287386582,10.2299048618848,4.2857135204083
7.3,0.25,0.41,1.8,0.037,52,3.29,0.39,12.2,7,"white",1,11.0605893021374,48.7998048007808,21.9597320912685,7.12328669544018
7,0.16,0.73,1,0.138,58,3.08,0.3,9.2,5,"white",1,7.86515970206775,57.4996406272461,9.19991536077868,8.28571310204098
6.4,0.22,0.34,1.8,0.057,29,3.81,0.57,10.3,6,"white",1,11.4285510204446,46.8179690092318,18.5398090399669,4.5312492919923
7.3,0.18,0.65,1.4,0.046,28,3.33,0.62,9.4,6,"white",1,8.79517012630105,52.2219321003772,13.1598762971628,3.83561591292933
6.4,0.17,0.27,6.7,0.036,88,3.28,0.35,10.2,6,"white",1,14.5454214876784,59.9996470608996,68.33930293911,13.7499978515628
6.9,0.29,0.16,6.8,0.034,65,3.08,0.39,9,6,"white",1,15.333299259335,31.0343757435319,61.1994492049572,9.42028848981326
6.2,0.21,0.38,6.8,0.036,64,3.06,0.36,9.3,6,"white",1,10.5084567653275,44.2855034023648,63.2394118734696,10.3225789802292
6.4,0.23,0.3,7.1,0.037,63,3.06,0.34,9.2,6,"white",1,12.0754489142473,39.9998260877127,65.3193990615286,9.8437484619143
7.3,0.19,0.68,1.5,0.05,31,3.32,0.64,9.4,6,"white",1,8.39079495310925,49.4734238240851,14.0998674612459,4.24657476074318
9.6,0.29,0.46,1.45,0.039,77.5,2.92,0.46,9.5,6,"white",1,12.7999829333561,32.7585077292837,13.7748691387432,8.07291582573793
7.2,0.14,0.35,1.2,0.036,15,3.46,0.39,9.9,5,"white",1,14.6938475635764,70.7137806158527,11.8798823891643,2.08333304398152
6.9,0.31,0.34,7.4,0.059,36,3.46,0.62,11.1,7,"white",1,10.6153682840488,35.8063361085932,82.1390882561203,5.21739054820427
7.5,0.28,0.34,4.2,0.028,36,2.99,0.41,12.3,8,"white",1,12.0967546826537,43.9284145413766,51.6593645898155,4.79999936000009
8,0.22,0.42,14.6,0.044,45,3.21,0.69,8.6,7,"white",1,12.4999804687805,39.0907314057663,125.558920193286,5.62499929687509
7.6,0.31,0.29,10.5,0.04,21,3.04,0.35,9.4,5,"white",1,12.6666455555907,30.3224828307006,98.699072228721,2.76315753116348
8.4,0.35,0.56,13.8,0.048,55,3.07,0.58,9.4,6,"white",1,9.23075908707793,26.8570661226682,129.718780643462,6.54761826814068
8.1,0.5,0.47,1.1,0.037,23,3.21,0.42,10.9,5,"white",1,8.35050685514757,21.7999564000872,11.9898693104245,2.83950582228323
7,0.39,0.31,5.3,0.169,32,3.2,0.48,9.4,5,"white",1,9.99998571430612,24.1025023012762,49.819531696402,4.57142791836744
6.2,0.22,0.27,1.5,0.064,20,3.22,0.46,9.2,6,"white",1,12.6530354019686,41.8179917364012,13.799873041168,3.22580593132162
7,0.24,0.36,4.9,0.083,10,3.33,0.37,10.8,6,"white",1,11.6666472222546,44.9998125007813,52.9194284701725,1.42857122448982
6.6,0.27,0.3,1.9,0.025,14,3.29,0.62,10.5,6,"white",1,11.5789270545139,38.8887448565005,19.9497905271995,2.12121179981639
7.8,0.16,0.41,1.7,0.026,29,3.02,0.78,12.5,6,"white",1,13.684186518971,78.1245117218017,21.2497343783203,3.71794824128869
7.7,0.27,0.34,1.8,0.028,26,2.99,0.48,12.1,7,"white",1,12.6229301263441,44.8146488346339,21.7797364651888,3.37662293810092
7.4,0.31,0.74,10.7,0.039,51,3.02,0.43,8.7,5,"white",1,7.0476123356073,28.0644255986271,93.0891901240459,6.89189096055528
8,0.45,0.36,8.8,0.026,50,3.07,0.25,12.7,8,"white",1,9.87653101662837,28.2221595063122,111.758580666026,6.2499992187501
6.6,0.16,0.29,1.8,0.05,40,3.06,0.44,11.4,7,"white",1,14.6666340741465,71.2495546902832,20.5197660746668,6.06060514233255
8.3,0.21,0.4,1.6,0.032,35,3.02,0.6,12.9,7,"white",1,13.606535071254,61.4282789129576,20.6397337474347,4.21686696182326
7.2,0.32,0.33,1.4,0.029,29,3.15,0.51,12.8,7,"white",1,11.0769060355292,39.9998750003906,17.919770626936,4.02777721836428
6.6,0.16,0.3,1.6,0.034,15,3.38,0.44,11.2,6,"white",1,14.3477948960981,69.9995625027343,17.9197992982479,2.27272692837471
8.4,0.16,0.33,1.5,0.033,16,3.14,0.42,9.7,6,"white",1,17.1428221575058,60.6246210961181,14.549858866369,1.90476167800456
7.5,0.23,0.32,9.2,0.038,54,3.04,0.56,9.7,6,"white",1,13.6363388430203,42.1737296794362,89.2391343803965,7.19999904000013
6.2,0.17,0.3,1.1,0.037,14,3.5,0.54,10.3,6,"white",1,13.1914612947632,60.58787889483,11.329883302202,2.25806415192514
6.9,0.39,0.22,4.3,0.03,10,3,0.87,11.6,4,"white",1,11.3114568664642,29.7435134781706,49.8794213987118,1.44927515227896
6.9,0.41,0.22,4.2,0.031,10,3,0.86,11.6,4,"white",1,10.9523635676769,28.2926139204539,48.7194348545557,1.44927515227896
7.5,0.38,0.33,5,0.045,30,3.32,0.44,10.9,6,"white",1,10.5633654037107,28.6841350417499,54.4994059564751,3.99999946666674
7.3,0.42,0.38,6.8,0.045,29,3.19,0.37,12.6,7,"white",1,9.12498859376426,29.9999285715986,85.6789204456024,3.97260219553395
7.3,0.34,0.39,5.2,0.04,45,3.3,0.47,12.4,6,"white",1,9.99998630138863,36.4704809691736,64.4792004579143,6.16438271720785
7.8,0.23,0.28,4.75,0.042,45,2.96,0.4,11.5,5,"white",1,15.2940876586516,49.9997826096408,54.6243718197241,5.76923002958589
9,0.245,0.38,5.9,0.045,52,2.93,0.35,10.2,6,"white",1,14.3999769600369,41.6324831327219,60.1793861702611,5.77777713580254
6.9,0.2,0.4,7.7,0.032,51,3.22,0.27,11.4,5,"white",1,11.4999808333653,56.999715001425,87.7789993194078,7.39130327662271
7.4,0.19,0.42,6.4,0.067,39,3.3,0.33,9.6,6,"white",1,12.1311276538891,50.5260498628955,61.4394101816623,5.27026955807168
8.2,0.2,0.36,8.1,0.035,60,3.05,0.3,10.3,6,"white",1,14.6428309949446,51.4997425012875,83.429140679851,7.31707227840582
8,0.59,0.71,17.35,0.038,61,2.95,0.75,9.3,5,"white",1,6.15384142012199,15.7626851479913,161.353499412456,7.62499904687512
7.9,0.14,0.45,1.8,0.05,17,3.33,0.49,10.7,7,"white",1,13.3898078138851,76.4280255141035,19.2597939202051,2.151898461785
6.8,0.24,0.4,1.8,0.047,34,3.13,0.49,12.8,8,"white",1,10.6249833984634,53.333111112037,23.0397050917748,4.99999926470599
9.7,0.14,0.59,1.5,0.049,23,2.98,0.62,9.5,5,"white",1,13.2876530306123,67.8566581667274,14.249864626286,2.37113377617178
9.2,0.15,0.68,1.6,0.046,22,3.02,0.45,10.4,6,"white",1,11.0843239947904,69.3328711141926,16.6398269457998,2.39130408790173
9.4,0.17,0.55,1.6,0.049,14,3.02,0.61,10.3,6,"white",1,13.0555374228647,60.58787889483,16.4798302577483,1.48936154368494
5.2,0.365,0.08,13.5,0.041,37,3.46,0.39,9.9,6,"white",1,11.6853669991753,27.1232133610593,133.648676878099,7.11538324704168
6.3,0.23,0.22,3.75,0.039,37,3.23,0.5,10.7,6,"white",1,13.999968888958,46.5215368628832,40.1245706670939,5.87301494079128
9.6,0.25,0.54,1.3,0.04,16,2.94,0.43,10.5,5,"white",1,12.1518833520464,41.999832000672,13.6498566765049,1.66666649305557
9.2,0.32,0.42,1.3,0.046,14,3.08,0.48,9.6,5,"white",1,12.4324156318708,29.999906250293,12.4798801931501,1.52173896502837
6.4,0.31,0.4,6.2,0.04,46,3.15,0.46,9.3,6,"white",1,9.01407181116646,29.9999032261186,57.659463766987,7.1874988769533
8.1,0.2,0.36,9.7,0.044,63,3.1,0.46,10,6,"white",1,14.4642598852502,49.99975000125,96.9990300096999,7.77777681755842
7.9,0.255,0.26,2,0.026,40,3.04,0.39,11.2,6,"white",1,15.3397760392698,43.9213963866808,22.3997491228098,5.06329049831766
7,0.15,0.34,1.4,0.039,21,3.32,0.62,10.8,5,"white",1,14.2856851312548,71.9995200032,15.1198367057636,2.99999957142863
6.4,0.15,0.31,1.1,0.044,25,3.54,0.51,10.3,6,"white",1,13.9130132325799,68.6662088919407,11.329883302202,3.90624938964853
6.4,0.25,0.53,6.6,0.038,59,3.03,0.42,8.8,5,"white",1,8.20511768574656,35.1998592005632,58.0794889004977,9.21874855957054
7.6,0.19,0.42,1.5,0.044,6,3.04,0.74,12.8,6,"white",1,12.4589959688591,67.3680664838606,19.1997542431457,0.789473580332424
7.3,0.43,0.37,4.6,0.028,17,3.23,0.43,13.2,6,"white",1,9.12498859376426,30.6976030288302,60.7191985065797,2.32876680427852
5.1,0.31,0.3,0.9,0.037,28,3.54,0.56,10.1,6,"white",1,8.36064203173437,32.580540062774,9.08990819192726,5.49019500192255
6.2,0.2,0.26,1.7,0.093,40,3.44,0.66,11,5,"white",1,13.4782315690618,54.999725001375,18.6997943022627,6.45161186264325
6.9,0.16,0.35,1.3,0.043,21,3.25,0.62,10.8,6,"white",1,13.5293852364995,67.4995781276367,14.0398483696376,3.04347781978582
7.7,0.32,0.48,2.3,0.04,28,3.2,0.52,12.8,7,"white",1,9.62498796876504,39.9998750003906,29.4396231728234,3.63636316410868
6.5,0.22,0.72,6.8,0.042,33,3.12,0.36,9.2,6,"white",1,6.9148862607593,41.8179917364012,62.559424453295,5.07692229585811
6.8,0.26,0.33,1.5,0.047,44,3.12,0.44,10.5,6,"white",1,11.5254041942302,40.384460059769,15.7498346267364,6.47058728373716
5.2,0.37,0.33,1.2,0.028,13,3.37,0.38,11.7,6,"white",1,7.42856081634169,31.6215361580104,14.0398357339219,2.49999951923086
8.4,0.19,0.43,2.1,0.052,20,2.85,0.46,9.5,5,"white",1,13.5483652445722,49.9997368434903,19.9498104768005,2.3809520975057
8.3,0.21,0.41,2.2,0.05,24,2.85,0.45,9.5,5,"white",1,13.3870751821368,45.2378798196199,20.8998014518862,2.8915659166788
6.8,0.15,0.32,8.8,0.058,24,3.4,0.4,8.8,6,"white",1,14.4680543232887,58.666275558163,77.4393185339969,3.52941124567482
7.9,0.16,0.64,17,0.05,69,3.15,0.51,9.3,7,"white",1,9.87498765626543,58.1246367210205,158.098529683674,8.73417610959796
7.8,0.21,0.39,1.8,0.034,62,3.09,0.75,12.6,8,"white",1,12.9999783333694,59.9997142870748,22.6797142356006,7.94871692965168
9,0.24,0.5,1.2,0.048,26,3.21,0.34,12.4,6,"white",1,12.1621457268301,51.6664513897859,14.8798154902879,2.88888856790127
5.7,0.21,0.24,2.3,0.047,60,3.65,0.72,10.1,6,"white",1,12.6666385185811,48.0950090713854,23.2297653793697,10.5263139427519
7.8,0.29,0.36,7,0.042,38,3.26,0.37,11.2,8,"white",1,11.9999815384899,38.6205564808397,78.3991219298344,4.87179424720587
6.7,0.18,0.3,6.4,0.048,40,3.29,0.52,10,5,"white",1,13.9583042535328,55.5552469152949,63.9993600063999,5.97014836266442
8.4,0.58,0.27,12.15,0.033,37,2.99,0.39,10.8,6,"white",1,9.88234131489257,18.6206575505904,131.218582839305,4.40476138038555
7.2,0.16,0.32,0.8,0.04,50,3.27,0.33,10,6,"white",1,14.9999687500651,62.4996093774414,7.99992000079999,6.9444434799384
7.6,0.54,0.23,2,0.029,13,3.04,0.33,10.4,5,"white",1,9.87011705179604,19.2592235940304,20.7997836822497,1.71052609072025
6.6,0.25,0.31,12.4,0.059,52,3.51,0.47,9.8,6,"white",1,11.7856932398335,39.1998432006272,121.518809115671,7.87878668503232
7.3,0.23,0.37,1.9,0.041,51,3.26,0.4,12.2,8,"white",1,12.1666463889227,53.0432476380537,23.1797172074501,6.98630041283556
7.3,0.39,0.37,1.1,0.043,36,3.39,0.48,12.7,8,"white",1,9.60525051940721,32.5640190666178,13.9698225832532,4.93150617376628
7,0.46,0.39,6.2,0.039,46,3.21,0.35,12.2,7,"white",1,8.23528442907714,26.5216814746055,75.6390772032581,6.5714276326532
8.2,0.35,0.4,6.3,0.039,35,3.15,0.34,11.9,7,"white",1,10.933318755575,33.9999028574204,74.9691078676164,4.2682921624034
9.2,0.35,0.39,0.9,0.042,15,2.96,0.28,10.4,4,"white",1,12.4324156318708,29.7142008165691,9.35990265701237,1.63043460538754
8,0.57,0.39,3.9,0.034,22,3.29,0.67,12.8,7,"white",1,8.33332465278682,22.4561009542089,49.9193610321788,2.74999965625004
6.5,0.37,0.33,3.9,0.027,40,3.28,0.39,12.7,7,"white",1,9.28570102042711,34.3242315561309,49.5293709769886,6.15384520710074
7.8,0.13,0.3,1.8,0.04,43,3.43,0.41,9,5,"white",1,18.1394926988542,69.230236690487,16.1998542013122,5.51281980604874
7.6,0.19,0.41,1.1,0.04,38,2.92,0.42,11.4,5,"white",1,12.6666455555907,59.9996842121884,12.5398570456297,4.99999934210535
7.3,0.22,0.41,15.4,0.05,55,3.32,0.59,8.9,6,"white",1,11.5872831947886,40.4543615710838,137.058780176856,7.53424554325403
6.3,0.29,0.4,6.5,0.039,43,3.15,0.44,9.3,6,"white",1,9.1304215501137,32.068854934983,60.4494378202283,6.82539574200068
6.8,0.35,0.32,2.4,0.048,35,3.28,0.46,12,8,"white",1,10.149238583226,34.2856163268105,28.7996544041472,5.14705806660911
6.5,0.19,0.32,1.4,0.04,31,3.36,0.54,10.8,7,"white",1,12.7450730488764,56.8418060957574,15.1198367057636,4.76923003550307
6.2,0.12,0.26,5.7,0.044,56,3.52,0.37,10.5,6,"white",1,16.3157465375091,87.4992708394097,59.8493715815984,9.03225660770055
6,0.13,0.28,5.7,0.038,56,3.59,0.43,10.6,7,"white",1,14.6341106485106,81.5378343243514,60.4193595547887,9.33333177777804
6.4,0.25,0.33,1.4,0.04,42,3.19,0.48,11.3,7,"white",1,11.0344637336832,45.1998192007232,15.81982123602,6.56249897460954
6.9,0.32,0.16,1.4,0.051,15,3.22,0.38,9.5,4,"white",1,14.3749700521457,29.6874072268524,13.2998736512003,2.17391272841845
6.7,0.13,0.28,1.2,0.046,35,3.33,0.33,10.1,7,"white",1,16.3414235575035,77.6917100637687,12.1198775892363,5.22387981733137
7,0.14,0.41,0.9,0.037,22,3.25,0.43,10.9,6,"white",1,12.7272495868189,77.8565867386662,9.80989307216552,3.14285669387762
7.6,0.27,0.24,3.8,0.058,19,3.15,0.45,8.9,5,"white",1,14.9019315648401,32.9628408783671,33.8196990046789,2.49999967105268
7.4,0.64,0.47,14.15,0.168,42,2.9,0.49,9.3,5,"white",1,6.66666066066607,14.5312272949574,131.593776177882,5.67567490869258
7.6,0.28,0.39,1.9,0.052,23,3.25,0.4,10.4,6,"white",1,11.3432666518408,37.1427244902697,19.7597944981372,3.02631539127429
8.3,0.26,0.41,9.2,0.042,41,3.1,0.38,12,7,"white",1,12.3880412118788,46.153668639736,110.398675215897,4.93975844099296
10.7,0.22,0.56,8.2,0.044,37,2.87,0.68,9.5,6,"white",1,13.7179311308575,43.1816219017186,77.8992599570304,3.45794360206135
6.9,0.23,0.34,2.7,0.032,24,3.14,0.38,12.4,7,"white",1,12.1052419206282,53.9128090747432,33.4795848531478,3.47826036546951
6.2,0.3,0.32,1.7,0.032,30,3.28,0.41,11.2,7,"white",1,9.99998387099376,37.3332088893037,19.0397867543883,4.83870889698244
6.9,0.27,0.41,1.7,0.047,6,3.15,0.69,11.4,6,"white",1,10.147043901406,42.2220658442006,19.3797790705186,0.869565091367378
6.9,0.28,0.41,1.7,0.05,10,3.16,0.71,11.4,6,"white",1,9.99998550726738,40.7141403066418,19.3797790705186,1.44927515227896
6.9,0.28,0.3,1.6,0.047,46,3.35,0.38,11.1,7,"white",1,11.8965312128772,39.6427155617301,17.7598028661882,6.66666570048323
6.9,0.46,0.2,0.9,0.054,5,3.1,0.42,10.4,6,"white",1,10.4545296143491,22.6086465029424,9.35990265701237,0.724637576139482
6.9,0.38,0.32,8.5,0.044,36,3.38,0.35,12,7,"white",1,9.85712877553032,31.5788642661467,101.998776014688,5.21739054820427
5.7,0.43,0.3,5.7,0.039,24,3.54,0.61,12.3,7,"white",1,7.80820848190619,28.6045846405008,70.1091376576068,4.21052557710078
6.6,0.56,0.16,3.1,0.045,28,3.12,0.35,9.1,6,"white",1,9.16665393520287,16.2499709821947,28.209743291336,4.24242359963279
7.1,0.36,0.56,1.3,0.046,25,3.24,0.33,10.5,6,"white",1,7.71738291588813,29.1665856483732,13.6498566765049,3.5211262646301
6.8,0.23,0.4,1.6,0.047,5,3.23,0.7,11.4,6,"white",1,10.793633660899,49.5650018912961,18.2397920663704,0.735294009515587
6.2,0.33,0.29,1.3,0.042,26,3.77,0.64,9.5,5,"white",1,9.99998387099376,28.7877915521468,12.3498826761146,4.19354771071811
5.6,0.49,0.13,4.5,0.039,17,3.42,0.9,13.7,7,"white",1,9.03224349638146,27.9591266140273,61.6491554065709,3.03571374362255
6.6,0.42,0.33,2.8,0.034,15,3.28,0.51,13.4,6,"white",1,8.79998826668231,31.904685941224,37.519497238737,2.27272692837471
7.3,0.18,0.29,1.2,0.044,12,3.2,0.48,11.3,7,"white",1,15.5318818470599,62.7774290142833,13.5598467737315,1.64383539125543
8.1,0.19,0.4,0.9,0.037,73,3.06,0.34,10,6,"white",1,13.7287902901859,52.6313019405161,8.99991000089999,9.01234456637722
5.9,0.19,0.26,7.4,0.034,33,3.49,0.42,10.1,6,"white",1,13.1110819753734,53.1576149599213,74.7392451336242,5.59321939097976
6.2,0.16,0.47,1.4,0.029,23,3.26,0.42,12.2,6,"white",1,9.8412542202314,76.2495234404785,17.0797916265422,3.70967682101987
5.7,0.135,0.3,4.6,0.042,19,3.31,0.42,9.3,6,"white",1,13.1034181530617,68.8883786046029,42.7796021497,3.33333274853811
6.9,0.19,0.33,1.6,0.039,27,3.09,0.46,12.3,7,"white",1,13.2692052515284,64.7365013868348,19.6797579389774,3.9130429111532
7.3,0.25,0.36,13.1,0.05,35,3.04,0.46,8.9,7,"white",1,11.9671934964041,35.5998576005696,116.588962358235,4.79451989116166
7,0.2,0.34,5.7,0.035,32,3.19,0.46,11.5,6,"white",1,12.9629389575204,57.4997125014375,65.5492461836689,4.57142791836744
6.3,0.67,0.48,12.6,0.052,57,3.17,0.52,9.3,6,"white",1,5.47825610586426,13.8805762976473,117.178910236135,9.04761761148927
7.4,0.4,0.29,5.4,0.044,31,3.3,0.5,11.1,8,"white",1,10.7246221382288,27.7499306251734,59.9393346733851,4.18918862308262
7.1,0.26,0.31,2.2,0.044,29,3.34,0.64,10.9,8,"white",1,12.4561184980377,41.9229156810935,23.979738620849,4.08450646697092
9,0.31,0.48,6.6,0.043,11,2.9,0.38,11.6,5,"white",1,11.3923906425435,37.4192341315028,76.5591119143018,1.22222208641977
6.3,0.39,0.24,6.9,0.069,9,3.15,0.35,10.2,4,"white",1,9.99998412700932,26.1537790928741,70.3792821313223,1.4285712018141
8.2,0.22,0.36,6.8,0.034,12,3.01,0.38,10.5,8,"white",1,14.1379066587816,47.7270557861101,71.3992503078718,1.46341445568116
7.1,0.19,0.28,3.6,0.033,16,2.91,0.78,11.4,6,"white",1,15.1063508375514,59.9996842121884,41.0395321493335,2.25352080936327
7.9,0.2,0.34,1.2,0.04,29,3.14,0.41,10.6,6,"white",1,14.6296025377731,52.999735001325,12.7198651694292,3.6708856112803
7.1,0.26,0.32,5.9,0.037,39,3.31,0.4,11.6,6,"white",1,12.2413582045548,44.6152130184115,68.4392061052092,5.49295697282296
6.9,0.3,0.33,4.1,0.035,26,3.25,0.79,12.3,8,"white",1,10.9523635676769,40.9998633337889,50.4293797186295,3.7681153959253
8.1,0.29,0.49,7.1,0.042,22,3.14,0.41,10.8,6,"white",1,10.384602071023,37.2412508922383,76.6791718649439,2.71604904740135
5.8,0.17,0.3,1.4,0.037,55,3.29,0.38,11.3,6,"white",1,12.3403992757462,66.4701972341339,15.81982123602,9.48275698573155
5.9,0.415,0.02,0.8,0.038,22,3.36,0.36,9.3,5,"white",1,13.5631872110639,22.4095845552179,7.43993080864348,3.72881292731984
6.6,0.23,0.26,1.3,0.045,16,3.36,0.6,10,6,"white",1,13.4693602666117,43.4780718344703,12.9998700013,2.42424205693302
8.6,0.55,0.35,15.55,0.057,35.5,3.04,0.63,11,3,"white",1,9.5555449382834,19.9999636364298,171.048118470697,4.12790649675506
6.9,0.35,0.74,1,0.044,18,3.13,0.55,10.2,5,"white",1,6.33026942177117,29.1427738777889,10.1998959610612,2.60869527410213
7.6,0.14,0.74,1.6,0.04,27,3.07,0.4,10.8,7,"white",1,8.6363538223252,77.1423061263848,17.2798133780155,3.55263111149591
9.2,0.28,0.49,11.8,0.042,29,3.1,0.34,10.1,4,"white",1,11.9480364311215,36.0712997453581,119.178796294157,3.15217357041592
6.2,0.18,0.49,4.5,0.047,17,3.27,0.37,11.6,6,"white",1,9.25371753176488,64.4440864217421,52.1993944870239,2.74193504162338
5.3,0.165,0.24,1.1,0.051,25,3.32,0.47,9.1,5,"white",1,13.0863874410187,55.1511809019339,10.0099089098289,4.7169802420792
9.8,0.25,0.74,10,0.056,36,3.06,0.43,10,4,"white",1,9.8989799000203,39.99984000064,99.9990000099999,3.67346901291133
6.8,0.22,0.49,0.9,0.052,26,3.25,0.35,11.4,6,"white",1,9.57745129936437,51.8179462820624,10.2598830373334,3.82352884948105
7.2,0.22,0.49,1,0.045,34,3.05,0.34,12.7,6,"white",1,10.1408307875623,57.7270103317712,12.6998387120484,4.72222156635812
7.4,0.25,0.49,1.1,0.042,35,3.13,0.55,11.3,5,"white",1,9.99998648650475,45.1998192007232,12.4298595425872,4.72972909057715
8.2,0.18,0.49,1.1,0.033,28,3,0.68,10.4,7,"white",1,12.2387877033019,57.7774567919067,11.4398810252373,3.41463372992272
6.1,0.22,0.49,1.5,0.051,18,3.3,0.46,9.6,5,"white",1,8.59153719501803,43.6361652901578,14.3998617613271,2.9508191883903
7,0.39,0.24,1,0.048,8,3,0.31,10.1,4,"white",1,11.1110934744548,25.8973694939244,10.0998979910303,1.14285697959186
6.5,0.36,0.49,2.9,0.03,16,3.1,0.49,12.1,7,"white",1,7.6470498270002,33.6110177471729,35.0895754161375,2.4615380828403
7.1,0.29,0.49,1.2,0.031,32,3.07,0.33,12.2,6,"white",1,9.10255243262509,42.0688204523433,14.639821394179,4.50704161872653
6.9,0.23,0.24,14.2,0.053,19,3.17,0.5,9.6,5,"white",1,14.6808198280429,41.7389489610915,136.318691340563,2.75362278933003
8.5,0.56,0.74,17.85,0.051,51,2.99,0.7,9.2,5,"white",1,6.53845650887961,16.4285420918891,164.218489189899,5.99999929411773
6.3,0.23,0.49,7.1,0.05,67,3.23,0.34,9.5,5,"white",1,8.7499878472391,41.3041682427468,67.4493592310873,10.6349189468383
6.1,0.25,0.49,7.6,0.052,67,3.16,0.47,8.9,5,"white",1,8.2432321037404,35.5998576005696,67.6393980093577,10.9836047567861
7.2,0.26,0.74,13.6,0.05,56,3.03,0.44,8.8,5,"white",1,7.1999928000072,33.8460236691397,119.678946825268,7.77777669753101
7.2,0.31,0.24,1.4,0.057,17,3.16,0.35,10.5,5,"white",1,13.0908852892995,33.8708584811017,14.6998456516207,2.36111078317906
8,0.25,0.49,1.2,0.061,27,3.08,0.34,9.4,5,"white",1,10.8107962016268,37.5998496006016,11.2798939689967,3.37499957812505
7,0.18,0.49,5.3,0.04,34,3.24,0.4,12.2,6,"white",1,10.4477456003797,67.7774012366598,64.6592111576239,4.8571421632654
7.8,0.43,0.49,13,0.033,37,3.14,0.35,11.3,6,"white",1,8.47825165407429,26.2790086534683,146.898340048757,4.74358913543729
8.3,0.2,0.74,4.45,0.044,33,3.25,0.42,12.2,6,"white",1,8.82977784066187,60.999695001525,54.2893376700804,3.97590313543336
